text,aspect,label
"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",owner,positive
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",non-veg selections,positive
"It cannot be the ambience, because the place is very cramped and some guests have to sit in an aisle.",ambience,negative
"The first 2 courses were very good, but the chocolate sampler was too rich for me and the dessert wine far too sweet.",chocolate sampler,negative
The food was so-so.,food,neutral
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",eggplant parmesan,positive
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",congee,neutral
"We made early dinner reservations and were thoroughly impressed, reminds me of my grandfather, its old school Italian scenery with lots of fun stuff to admire.",scenery,positive
We were told that they were booked solid and no other table was available.,table,negative
Spreads and toppings are great - though a bit pricey.,Spreads,positive
"If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place.",fish,negative
"Aside from the rushed service, we were very impressed with the food and the drinks.",service,negative
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,positive
The highly spiced chai tea was great too.,chai tea,positive
The food is amazing!!!!,food,positive
"If you're not familiar with the cuisine, you may encounter problems ordering here and be sure to bring plenty of cash with you as they don't accept credit cards.",cuisine,negative
"Everything, from the soft bread, soggy salad, and 50 minute wait time, with an incredibly rude service to deliver below average food.",wait,negative
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",fresh mozzarella,positive
"We ate here in March, 2006 and ordered the pre-theatre 3-course dinner with wine flight.",pre-theatre 3-course dinner,neutral
all the food was excellent - considering the quality of food in most moderately priced restaurants is mediocre this was slightly more pricey and well worth it.,priced,neutral
"When going out for a nice dinner, I like a nice ambiance as well as very good food.",dinner,positive
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,case of snapple,neutral
"Great wine selection, Gigondas is worth the price, and the house champagne is a great value.",wine selection,positive
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,dinner,positive
"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside.",menu,positive
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",waiter,neutral
But the thai is definitely not great -- bland and indistinguished.,thai,negative
Total hipster-wannabe attitude in an otherwise sweet spot.,spot,positive
Get the tuna of gari.,tuna,positive
"The service, wine selection, ambiance are all outstanding and deserve recognition.",wine selection,positive
"Based on the reviews for dinner, this is a place I would reconsider revisiting for that, but definitely not for Dim Sum again.",dinner,positive
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",chinese food,positive
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,waiter traffic,negative
She gets 10 for her excellent service and advice.,service,positive
They don't walk around with the trays of Dim Sum.,trays of Dim Sum,neutral
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,atmosphere,negative
The hostess and the waitress were incredibly rude and did everything they could to rush us out.,hostess,negative
"Butter was melted, white wine warm, cheese oozing everywhere.",white wine,negative
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,positive
I've rarely had a problem with slow staff in the 10 years I've been going.,staff,positive
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon,negative
"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.",food quality,positive
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,food,positive
Service was very good and warm.,Service,positive
"The service was bad, the food took to forever to come, we sat on the upper level.",food,negative
Its an excellent place to relax and the food is one of the best in the city of New York.,place,positive
Prices are very good.,Prices,positive
Just stick with the small dishes!,dishes,negative
Great staff.,staff,positive
Waitstaff are very friendly.,Waitstaff,positive
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",lunch buffet,positive
