"@id","text","aspectTerms__aspectTerm__@from","aspectTerms__aspectTerm__@polarity","aspectTerms__aspectTerm__@term","aspectTerms__aspectTerm__@to","aspectCategories__aspectCategory__@category","aspectCategories__aspectCategory__@polarity"
"10837","Hovězí vývar nechutný a silně přesolený, vracel jsme ho, hlavní jídlo studené, chuťově i objemově nic moc.","57","negative","hlavní jídlo","69","food","negative"
"","","0","negative","Hovězí vývar","12","",""
"10836","To snad ani není dvanáctka.","17","negative","dvanáctka","26","food","negative"
"139","Kvalita jídla podprůměrná, obsluha hrozná a smeták s lopatkou, nedejbože hadr a vodu, asi v této restauraci vůbec neznají","27","negative","obsluha","34","food","negative"
"","","8","negative","jídla","13","service","negative"
"","","97","negative","restauraci","107","ambience","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"864","Reštiku doporučujem :)","","","","","anecdotes/miscellaneous","positive"
"10839","Jídlo nebylo až tak špatné (v okolí toho skutečně moc na výběr není), ale gurmánský zážitek to rozhodně není.","0","neutral","Jídlo","5","food","neutral"
"136","Křidélka vysušená a tatarák? Na voucheru , který jsme měli vytisknutý stálo: TATARÁK NENAMÍCHANÝ, MŮŽETE SI HO NECHAT NAMÍCHAT NA VAŠE PŘÁNÍ","0","negative","Křidélka","8","food","negative"
"","","32","neutral","voucheru","40","anecdotes/miscellaneous","neutral"
"","","77","neutral","TATARÁK","84","",""
"","","20","neutral","tatarák","27","",""
"10838","A ještě poslední věc, kterou musím podotknout, že je také hodně důležité, na jakou směnu narazíte, bohužel to je jediné malé mínus, že na každé směně jsou servírky i kuchaři jiní, naštěstí mě se stalo jen jednou, že jsem nebyl na té správné a bylo to o něco horší, ale znám horší.","155","neutral","servírky","163","service","negative"
"","","166","neutral","kuchaři","173","",""
"862","Restauraci nedoporučuji!!!","","","","","anecdotes/miscellaneous","negative"
"869","Řikal jsem si, že za tu cenu nemůžu prohloupit","24","positive","cenu","28","price","positive"
"868","Rozumný nevstoupí 2x do špatné řeky","","","","","anecdotes/miscellaneous","negative"
"867","Rozhodně bylo jídlo dobré, ale na mě byly chutě až moc překombinované","14","positive","jídlo","19","food","positive"
"866","Rezervaci jsme dostali až za 3 týdny po zavolání","0","negative","Rezervaci","9","anecdotes/miscellaneous","negative"
"10831","Moc nám tu chutnalo. Ještě někdy dorazíme","11","positive","chutnalo","19","food","positive"
"","","","","","","anecdotes/miscellaneous","positive"
"10830","Restaurace se dá navštívit jen na předzahrádce pokud se servírky budou věnovat obsluze a ne povídání si s místní skupinkou hostů a ostatních si nevšimnou.","34","positive","předzahrádce","46","service","negative"
"","","56","negative","servírky","64","ambience","positive"
"","","79","negative","obsluze","86","anecdotes/miscellaneous","negative"
"","","0","negative","Restaurace","10","",""
"2224","Zakoupila jsem 3 vouchery asi před 3 měsíci a pak jsme se chtěli objednat a rezervovat místa v této rezervaci","100","neutral","rezervaci","109","anecdotes/miscellaneous","neutral"
"","","17","neutral","vouchery","25","",""
"453","DOPORUČUJI","","","","","anecdotes/miscellaneous","positive"
"454","Doporučuji","","","","","anecdotes/miscellaneous","positive"
"451","Dopopručuji všem","","","","","anecdotes/miscellaneous","positive"
"2222","Vydali příliš mnoho slevových kuponů a ty nyní ani 6 týdnů před jejich vypršením nemůžete uplatnit, protože mají stále obsazeno","30","negative","kuponů","36","anecdotes/miscellaneous","negative"
"452","DOPORUČUJEME!!!","","","","","anecdotes/miscellaneous","positive"
"457","DOPORUČUJI je tam dobrý jídlo jezdím tam rád a často","24","positive","jídlo","29","food","positive"
"458","Doporučuji všem","","","","","anecdotes/miscellaneous","positive"
"455","DOPORUČUJI !!!!!!!","","","","","anecdotes/miscellaneous","positive"
"456","Doporučuji budete spokojeni","","","","","anecdotes/miscellaneous","positive"
"10829","Hnus, v životě už bych tam nikdy nešla","","","","","food","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"459","DOPORUČUJI VŠEM AŤ SE PŘIJDOU PODIVAT!!!!!!","","","","","anecdotes/miscellaneous","positive"
"131","Ke kuřecím špalíčkům rovněž bez připomínek - žádná výhra, ale ani žádná tragédie","","","","","",""
"10846","Taková hospoda na mýtince, chodějí jim tam lidi a to jim zřejmě vadí.","7","negative","hospoda","14","service","negative"
"","","","","","","anecdotes/miscellaneous","negative"
"10845","Nelze říct že je restaurace špatná, ale ani že je dobrá.","17","neutral","restaurace","27","anecdotes/miscellaneous","neutral"
"144","Máme již více zkušeností s vouchry, ale vždy jsme se setkali s příjemným a hlavně profesionálním přístupem personálu","107","positive","personálu","116","service","positive"
"","","27","neutral","vouchry","34","anecdotes/miscellaneous","neutral"
"10844","Minulý týden jsem tam zašla na oběd s mámou, a musím přiznat, ze jsem byla mile překvapena.","31","positive","oběd","35","food","positive"
"850","Předražené jídlo, cena neodpovídá kvalitě","18","negative","cena","22","food","negative"
"","","11","negative","jídlo","16","price","negative"
"10843","Akorát dojem kazí WC prostory.","21","negative","prostory","29","ambience","negative"
"","","18","negative","WC","20","",""
"147","Měli jsme na výběr z několika druhů přílohy, ale na tu se nás nikdo nezeptal a na stůl nám donesli hranolky","36","neutral","přílohy","43","food","neutral"
"","","","","","","service","negative"
"10849","Pivo i jídlo výborné, ale večer je tu vždy plno, hodně cizinců a není slyšet vlastního slova.","7","positive","jídlo","12","food","positive"
"","","0","positive","Pivo","4","ambience","negative"
"148","Měli jsme zakoupené dva vouchery pro 4 lidi na směs steaků se zeleninovou oblohou, pečivem a pepřovou omáčkou","47","neutral","směs steaků se zeleninovou oblohou, pečivem a pepřovou omáčkou","109","food","neutral"
"","","24","neutral","vouchery","32","anecdotes/miscellaneous","neutral"
"851","Přes to jdu dnes do Café Imparial na polední menu :)","37","neutral","polední menu","49","food","neutral"
"10848","Jak je v naší komunitě běžnou věcí, očekávál jsem příjemnou atmosféru.","60","neutral","atmosféru","69","ambience","negative"
"149","Měli jsme zakoupené vouchery na-4 chodové menu","20","neutral","vouchery","28","anecdotes/miscellaneous","neutral"
"10847","Pití průměrné (pivo tzv. nachcané do sklenice).","15","negative","pivo","19","food","negative"
"","","0","neutral","Pití","4","",""
"856","Přítelkyně si dala hovězí líčka na víně a málem se pozvracela","19","negative","hovězí líčka na víně","39","food","negative"
"855","Přítelkyně měla stejný problém, kamarád měl studenej burger, snad jen jeho přítelkyně bylo spokojená","53","negative","burger","59","food","negative"
"858","Restaurace do prostředí zcela nezapadá,hodila by se spíše do prahy na václavské náměstí","0","negative","Restaurace","10","anecdotes/miscellaneous","negative"
"10842","Pivo jak křen, u tupláku (rozměr taťka) i u normálního (mamka) i u malého (miminko) úplně přesná.","0","positive","Pivo","4","food","positive"
"10841","Už nikdy!!!","","","","","anecdotes/miscellaneous","negative"
"859","Restaurace je opravdu otevrena do 22 00, ale s tim, ze vzdy kuchyne zavira nejmene o hodinu drive nez samotna zaviraci doba","0","neutral","Restaurace","10","service","negative"
"","","60","negative","kuchyne","67","anecdotes/miscellaneous","neutral"
"10840","Žádný velký luxus, ale všude čisto, nic mi nechybělo a s personálem jsem měl jen příjemné zkušenosti.","57","positive","personálem","67","service","positive"
"","","","","","","ambience","positive"
"461","DOPORUČUJI, dobře vychlazené pivo a příjemná číšnice,fajn prostředí,chodím tam již několik let a je tam opravdu super>","29","positive","pivo","33","food","positive"
"","","45","positive","číšnice","52","service","positive"
"","","58","positive","prostředí","67","ambience","positive"
"","","","","","","anecdotes/miscellaneous","positive"
"460","Doporučuji všem,příjemná obsluha a dobré jídlo.","25","positive","obsluha","32","food","positive"
"","","41","positive","jídlo","46","service","positive"
"462","Hlavně ve sředu zabijačka,vždy kupuji ppro mou manželku i domu je to super restaurace ,DOPORUČUJI VŠEM JE TO TADY VŽDY SUPER A HLAVNĚ SE CITITE JAKO V DOMACIM PROSTŘEDI,nejsou tady namyšlení jako jinde","75","positive","restaurace","85","food","positive"
"","","159","positive","PROSTŘEDI","168","service","positive"
"","","16","positive","zabijačka","25","ambience","positive"
"","","","","","","anecdotes/miscellaneous","positive"
"463","hruza , zadni hoste , teple vodnate pivo","36","negative","pivo","40","food","negative"
"","","","","","","ambience","negative"
"464","Chodím do této restaurace často,servírky sexy kočky,pivo už mají lepší než dříve, jídlo mi vždy chutná","15","positive","restaurace","25","food","positive"
"","","52","positive","pivo","56","service","positive"
"","","82","positive","jídlo","87","anecdotes/miscellaneous","positive"
"","","32","positive","servírky","40","",""
"465","Chodím tam pravidelně ve středu a čtvrtek večer vždy je plno,jídlo chutné,asi ten bývalý kuchař už tam nechodi a je na ně pěkně naštvany tak jenom píše co si on sam mysli,když to čtu musím taky napsat,protože se mi nelíbí když si někdo jenom pořád vylévá zlost","89","negative","kuchař","95","food","positive"
"","","61","positive","jídlo","66","service","negative"
"468","Já tam taky ze zvědavosti šel a bylo tam uplně plno lidí a všichni byli spokojeni","","","","","anecdotes/miscellaneous","positive"
"140","Lasagne byly též snad z Makra","0","negative","Lasagne","7","food","negative"
"142","majitel je vychcany zlodej a z jidla se akorat tak po*erete","31","negative","jidla","36","food","negative"
"","","0","negative","majitel","7","service","negative"
"141","Lasagne cekem v pohode a na zaver stehynka trochu upecena ale spis varena","34","neutral","stehynka","42","food","positive"
"","","0","positive","Lasagne","7","",""
"889","Taky se začne šidit na kvalitě surovin a to je cesta do pekla","","","","","",""
"885","Ta kachna byla jako z gumy, nedalo se to jíst","41","negative","jíst","45","food","negative"
"","","3","negative","kachna","9","",""
"886","TADY JSEM ODCHÁZEL S POCITEM, ŽE BYCH SI JESŤE NĚCO DAL!!","","","","","anecdotes/miscellaneous","positive"
"887","Tak nevím, ale podle nás to nebylo ani omylem ani na tu jednu hvězdu","","","","","anecdotes/miscellaneous","negative"
"883","Škoda, že se obsluha nezajímala o naší spokojenost při placení, což přisuzuji spíše nedostatku času, který způsobila skupina 50 lidí, která přijela na rezervaci","55","neutral","placení","62","service","neutral"
"","","13","neutral","obsluha","20","price","neutral"
"1799","No a na vouchru napsané - grilovaná zelenina, tak to byla síla","26","negative","grilovaná zelenina","44","food","negative"
"","","8","neutral","vouchru","15","anecdotes/miscellaneous","neutral"
"1797","Nicméně, tento podnik rozhodně nemá na to, aby člověka svojí kvalitou inspiroval k opakovaným návštěvám","15","negative","podnik","21","anecdotes/miscellaneous","negative"
"1793","Nemůžu ale potvrdit že by si nás obsluha nevšímala a už vůbec ne, že důvodem by měl být voucher","88","neutral","voucher","95","service","positive"
"","","33","positive","obsluha","40","anecdotes/miscellaneous","neutral"
"879","Stručně:-požádala jsem o dětskou židličku pro 2 lete dite, nic se nedělo, tak jsem si ji našla sama","","","","","service","negative"
"877","Spoustu lidí ze Sušice mi říkalo, že se tam dost zhoršili, nevěřil jsem tomu, bohužel jsem se včera přesvědčil","","","","","anecdotes/miscellaneous","negative"
"878","Steaky, které nám donesli byli tuhé! Maso se nedalo ukrojit steakovým nožem natož pak rozžvýkat","37","negative","Maso","41","food","negative"
"","","0","negative","Steaky","6","",""
"876","Snědli jsme více než polovinu jídelního lístku a jídla snědla celá i naše děťátka, která opravdu hned tak něco bez nátlaku nesežerou","30","positive","jídelního lístku","46","food","positive"
"","","49","positive","jídla","54","",""
"873","Samozřejmě jsme si to nenechaly líbit a jídlo vrátily, kuchař nám poslal na omlouvu každé dva kopečky zmrzliny, prý špatný kus masa! NESKUTEČNÉ, kuchař moc dobře věděl co nám posílá na stůl ale ""ZKUSIL TO","145","negative","kuchař","151","food","negative"
"","","55","negative","kuchař","61","service","negative"
